Id,Time[ns],0:UART: RX/TX
2484,4996267000.00000000000000000000,1
2485,4996356000.00000000000000000000,5
2486,4996446000.00000000000000000000,k
2487,4996536000.00000000000000000000, 
2488,4996625000.00000000000000000000,d
2489,4996715000.00000000000000000000,a
2490,4996804000.00000000000000000000,t
2491,4996894000.00000000000000000000,a
2492,4996984000.00000000000000000000,,
2493,4997073000.00000000000000000000, 
2494,4997163000.00000000000000000000,1
2495,4997252000.00000000000000000000,1
2496,4997342000.00000000000000000000,2
2497,4997432000.00000000000000000000,k
2498,4997521000.00000000000000000000, 
2499,4997611000.00000000000000000000,i
2500,4997700000.00000000000000000000,n
2501,4997790000.00000000000000000000,i
2502,4997880000.00000000000000000000,t
2503,4997969000.00000000000000000000,,
2504,4998059000.00000000000000000000, 
2505,4998148000.00000000000000000000,0
2506,4998238000.00000000000000000000,k
2507,4998328000.00000000000000000000, 
2508,4998417000.00000000000000000000,h
2509,4998507000.00000000000000000000,i
2510,4998596000.00000000000000000000,g
2511,4998686000.00000000000000000000,h
2512,4998776000.00000000000000000000,m
2513,4998865000.00000000000000000000,e
2514,4998955000.00000000000000000000,m
2515,4999044000.00000000000000000000,)
2516,4999134000.00000000000000000000,[0D]
2517,4999224000.00000000000000000000,[0A]
2518,4999322000.00000000000000000000,N
2519,4999412000.00000000000000000000,R
2520,4999501000.00000000000000000000,_
2521,4999591000.00000000000000000000,I
2522,4999680000.00000000000000000000,R
2523,4999770000.00000000000000000000,Q
2524,4999860000.00000000000000000000,S
2525,4999949000.00000000000000000000,:
2526,5000039000.00000000000000000000,1
2527,5000128000.00000000000000000000,2
2528,5000218000.00000000000000000000,8
2529,5000308000.00000000000000000000,[0D]
2530,5000397000.00000000000000000000,[0A]
2531,5000496000.00000000000000000000,p
2532,5000585000.00000000000000000000,l
2533,5000675000.00000000000000000000,a
2534,5000765000.00000000000000000000,t
2535,5000854000.00000000000000000000,_
2536,5000944000.00000000000000000000,t
2537,5001033000.00000000000000000000,i
2538,5001123000.00000000000000000000,m
2539,5001213000.00000000000000000000,e
2540,5001302000.00000000000000000000,_
2541,5001392000.00000000000000000000,i
2542,5001481000.00000000000000000000,n
2543,5001571000.00000000000000000000,i
2544,5001661000.00000000000000000000,t
2545,5001750000.00000000000000000000,:
2546,5001840000.00000000000000000000, 
2547,5001929000.00000000000000000000,p
2548,5002019000.00000000000000000000,l
2549,5002109000.00000000000000000000,a
2550,5002198000.00000000000000000000,t
2551,5002288000.00000000000000000000, 
2552,5002377000.00000000000000000000,t
2553,5002467000.00000000000000000000,i
2554,5002557000.00000000000000000000,m
2555,5002646000.00000000000000000000,e
2556,5002736000.00000000000000000000, 
2557,5002825000.00000000000000000000,i
2558,5002915000.00000000000000000000,n
2559,5003005000.00000000000000000000,i
2560,5003094000.00000000000000000000,t
2561,5003184000.00000000000000000000, 
2562,5003273000.00000000000000000000,d
2563,5003363000.00000000000000000000,o
2564,5003453000.00000000000000000000,n
2565,5003542000.00000000000000000000,e
2566,5003632000.00000000000000000000,[0D]
2567,5003721000.00000000000000000000,[0A]
2568,5003820000.00000000000000000000,C
2569,5003910000.00000000000000000000,a
2570,5003999000.00000000000000000000,l
2571,5004089000.00000000000000000000,i
2572,5004178000.00000000000000000000,b
2573,5004268000.00000000000000000000,r
2574,5004358000.00000000000000000000,a
2575,5004447000.00000000000000000000,t
2576,5004537000.00000000000000000000,i
2577,5004626000.00000000000000000000,n
2578,5004716000.00000000000000000000,g
2579,5004806000.00000000000000000000, 
2580,5004895000.00000000000000000000,d
2581,5004985000.00000000000000000000,e
2582,5005074000.00000000000000000000,l
2583,5005164000.00000000000000000000,a
2584,5005254000.00000000000000000000,y
2585,5005343000.00000000000000000000, 
2586,5005433000.00000000000000000000,l
2587,5005522000.00000000000000000000,o
2588,5005612000.00000000000000000000,o
2589,5005702000.00000000000000000000,p
2590,5005791000.00000000000000000000,.
2591,5005881000.00000000000000000000,.
2592,5005970000.00000000000000000000,.
2593,5006060000.00000000000000000000, 
2594,5006150000.00000000000000000000,4
2595,5006239000.00000000000000000000,3
2596,5006329000.00000000000000000000,3
2597,5006418000.00000000000000000000,.
2598,5006508000.00000000000000000000,1
2599,5006598000.00000000000000000000,5
2600,5006687000.00000000000000000000, 
2601,5006777000.00000000000000000000,B
2602,5006866000.00000000000000000000,o
2603,5006956000.00000000000000000000,g
2604,5007046000.00000000000000000000,o
2605,5007135000.00000000000000000000,M
2606,5007225000.00000000000000000000,I
2607,5007314000.00000000000000000000,P
2608,5007404000.00000000000000000000,S
2609,5007494000.00000000000000000000, 
2610,5007583000.00000000000000000000,(
2611,5007673000.00000000000000000000,l
2612,5007762000.00000000000000000000,p
2613,5007852000.00000000000000000000,j
2614,5007942000.00000000000000000000,=
2615,5008031000.00000000000000000000,8
2616,5008121000.00000000000000000000,6
2617,5008210000.00000000000000000000,6
2618,5008300000.00000000000000000000,3
2619,5008390000.00000000000000000000,0
2620,5008479000.00000000000000000000,4
2621,5008569000.00000000000000000000,)
2622,5008658000.00000000000000000000,[0D]
2623,5008748000.00000000000000000000,[0A]
2624,5008847000.00000000000000000000,M
2625,5008936000.00000000000000000000,o
2626,5009026000.00000000000000000000,u
2627,5009115000.00000000000000000000,n
2628,5009205000.00000000000000000000,t
2629,5009295000.00000000000000000000,-
2630,5009384000.00000000000000000000,c
2631,5009474000.00000000000000000000,a
2632,5009563000.00000000000000000000,c
2633,5009653000.00000000000000000000,h
2634,5009743000.00000000000000000000,e
2635,5009832000.00000000000000000000, 
2636,5009922000.00000000000000000000,h
2637,5010011000.00000000000000000000,a
2638,5010101000.00000000000000000000,s
2639,5010191000.00000000000000000000,h
2640,5010280000.00000000000000000000, 
2641,5010370000.00000000000000000000,t
2642,5010459000.00000000000000000000,a
2643,5010549000.00000000000000000000,b
2644,5010639000.00000000000000000000,l
2645,5010728000.00000000000000000000,e
2646,5010818000.00000000000000000000, 
2647,5010907000.00000000000000000000,e
2648,5010997000.00000000000000000000,n
2649,5011087000.00000000000000000000,t
2650,5011176000.00000000000000000000,r
2651,5011266000.00000000000000000000,i
2652,5011355000.00000000000000000000,e
2653,5011445000.00000000000000000000,s
2654,5011535000.00000000000000000000,:
2655,5011624000.00000000000000000000, 
2656,5011714000.00000000000000000000,5
2657,5011803000.00000000000000000000,1
2658,5011893000.00000000000000000000,2
2659,5011983000.00000000000000000000,[0D]
2660,5012072000.00000000000000000000,[0A]
2661,5012171000.00000000000000000000,[0D]
2662,5012260000.00000000000000000000,[0A]
2663,5012359000.00000000000000000000,*
2664,5012448000.00000000000000000000,*
2665,5012538000.00000000000000000000,*
2666,5012628000.00000000000000000000,*
2667,5012717000.00000000000000000000,*
2668,5012807000.00000000000000000000,*
2669,5012896000.00000000000000000000,*
2670,5012986000.00000000000000000000,*
2671,5013076000.00000000000000000000,*
2672,5013165000.00000000000000000000,*
2673,5013255000.00000000000000000000,*
2674,5013344000.00000000000000000000,*
2675,5013434000.00000000000000000000,*
2676,5013524000.00000000000000000000,*
2677,5013613000.00000000000000000000,*
2678,5013703000.00000000000000000000,*
2679,5013792000.00000000000000000000,A
2680,5013882000.00000000000000000000,L
2681,5013972000.00000000000000000000,L
2682,5014061000.00000000000000000000,O
2683,5014151000.00000000000000000000,C
2684,5014240000.00000000000000000000,*
2685,5014330000.00000000000000000000,*
2686,5014420000.00000000000000000000,*
2687,5014509000.00000000000000000000,*
2688,5014599000.00000000000000000000,*
2689,5014688000.00000000000000000000,*
2690,5014778000.00000000000000000000,*
2691,5014868000.00000000000000000000,*
2692,5014957000.00000000000000000000,*
2693,5015047000.00000000000000000000,*
2694,5015136000.00000000000000000000,*
2695,5015226000.00000000000000000000,*
2696,5015316000.00000000000000000000,*
2697,5015405000.00000000000000000000,*
2698,5015495000.00000000000000000000,*
2699,5015584000.00000000000000000000,*
2700,5015674000.00000000000000000000,*
2701,5015764000.00000000000000000000,*
2702,5015853000.00000000000000000000,*
2703,5015943000.00000000000000000000,*
2704,5016032000.00000000000000000000,*
2705,5016122000.00000000000000000000,*
2706,5016212000.00000000000000000000,*
2707,5016301000.00000000000000000000,[0D]
2708,5016391000.00000000000000000000,[0A]
2709,5016489000.00000000000000000000, 
2710,5016579000.00000000000000000000,P
2711,5016669000.00000000000000000000,a
2712,5016758000.00000000000000000000,c
2713,5016848000.00000000000000000000,k
2714,5016937000.00000000000000000000,e
2715,5017027000.00000000000000000000,t
2716,5017117000.00000000000000000000, 
2717,5017206000.00000000000000000000,m
2718,5017296000.00000000000000000000,e
2719,5017385000.00000000000000000000,m
2720,5017475000.00000000000000000000,:
2721,5017565000.00000000000000000000, 
2722,5017654000.00000000000000000000,8
2723,5017744000.00000000000000000000,0
2724,5017833000.00000000000000000000,2
2725,5017923000.00000000000000000000,3
2726,5018013000.00000000000000000000,1
2727,5018102000.00000000000000000000,4
2728,5018192000.00000000000000000000,2
2729,5018281000.00000000000000000000,0
2730,5018371000.00000000000000000000, 
2731,5018461000.00000000000000000000,(
2732,5018550000.00000000000000000000,0
2733,5018640000.00000000000000000000,x
2734,5018729000.00000000000000000000,6
2735,5018819000.00000000000000000000,0
2736,5018909000.00000000000000000000,0
2737,5018998000.00000000000000000000,0
2738,5019088000.00000000000000000000,0
2739,5019177000.00000000000000000000,0
2740,5019267000.00000000000000000000, 
2741,5019357000.00000000000000000000,b
2742,5019446000.00000000000000000000,y
2743,5019536000.00000000000000000000,t
2744,5019625000.00000000000000000000,e
2745,5019715000.00000000000000000000,s
2746,5019805000.00000000000000000000,)
2747,5019894000.00000000000000000000,[0D]
2748,5019984000.00000000000000000000,[0A]
2749,5020082000.00000000000000000000,*
2750,5020172000.00000000000000000000,*
2751,5020262000.00000000000000000000,*
2752,5020351000.00000000000000000000,*
2753,5020441000.00000000000000000000,*
2754,5020530000.00000000000000000000,*
2755,5020620000.00000000000000000000,*
2756,5020710000.00000000000000000000,*
2757,5020799000.00000000000000000000,*
2758,5020889000.00000000000000000000,*
2759,5020978000.00000000000000000000,*
2760,5021068000.00000000000000000000,*
2761,5021158000.00000000000000000000,*
2762,5021247000.00000000000000000000,*
2763,5021337000.00000000000000000000,*
2764,5021426000.00000000000000000000,*
2765,5021516000.00000000000000000000,*
2766,5021605000.00000000000000000000,*
2767,5021695000.00000000000000000000,*
2768,5021785000.00000000000000000000,*
2769,5021874000.00000000000000000000,*
2770,5021964000.00000000000000000000,*
2771,5022053000.00000000000000000000,*
2772,5022143000.00000000000000000000,*
2773,5022233000.00000000000000000000,*
2774,5022322000.00000000000000000000,*
2775,5022412000.00000000000000000000,*
2776,5022501000.00000000000000000000,*
2777,5022591000.00000000000000000000,*
2778,5022681000.00000000000000000000,*
2779,5022770000.00000000000000000000,*
2780,5022860000.00000000000000000000,*
2781,5022949000.00000000000000000000,*
2782,5023039000.00000000000000000000,*
2783,5023129000.00000000000000000000,*
2784,5023218000.00000000000000000000,*
2785,5023308000.00000000000000000000,*
2786,5023397000.00000000000000000000,*
2787,5023487000.00000000000000000000,*
2788,5023577000.00000000000000000000,*
2789,5023666000.00000000000000000000,*
2790,5023756000.00000000000000000000,*
2791,5023845000.00000000000000000000,*
2792,5023935000.00000000000000000000,*
2793,5024025000.00000000000000000000,[0D]
2794,5024114000.00000000000000000000,[0A]
2795,5024213000.00000000000000000000,[0D]
2796,5024302000.00000000000000000000,[0A]
2797,5024401000.00000000000000000000,N
2798,5024491000.00000000000000000000,E
2799,5024580000.00000000000000000000,T
2800,5024670000.00000000000000000000,:
2801,5024759000.00000000000000000000, 
2802,5024849000.00000000000000000000,R
2803,5024939000.00000000000000000000,e
2804,5025028000.00000000000000000000,g
2805,5025118000.00000000000000000000,i
2806,5025207000.00000000000000000000,s
2807,5025297000.00000000000000000000,t
2808,5025387000.00000000000000000000,e
2809,5025476000.00000000000000000000,r
2810,5025566000.00000000000000000000,e
2811,5025655000.00000000000000000000,d
2812,5025745000.00000000000000000000, 
2813,5025835000.00000000000000000000,p
2814,5025924000.00000000000000000000,r
2815,5026014000.00000000000000000000,o
2816,5026103000.00000000000000000000,t
2817,5026193000.00000000000000000000,o
2818,5026283000.00000000000000000000,c
2819,5026372000.00000000000000000000,o
2820,5026462000.00000000000000000000,l
2821,5026551000.00000000000000000000, 
2822,5026641000.00000000000000000000,f
2823,5026731000.00000000000000000000,a
2824,5026820000.00000000000000000000,m
2825,5026910000.00000000000000000000,i
2826,5026999000.00000000000000000000,l
2827,5027089000.00000000000000000000,y
2828,5027179000.00000000000000000000, 
2829,5027268000.00000000000000000000,1
2830,5027358000.00000000000000000000,6
2831,5027447000.00000000000000000000,[0D]
2832,5027537000.00000000000000000000,[0A]
2833,5027636000.00000000000000000000,a
